Ensembl_ID,Protein_Accession,Gene,Gene_Description,K198R_S,K198R_M,R47G,D156E,pval_K198Rs,pval_K198Rm,pval_R47G,pval_D156E
ENSG00000120725,Q9H173,SIL1,SIL1 nucleotide exchange factor [Source:HGNC Symbol;Acc:HGNC:24624],-1.464,0.500,0.209,0.479,3.66E-03,4.40E-02,3.23E-01,2.36E-01
ENSG00000170085,Q8NDZ2,SIMC1,SUMO interacting motifs containing 1 [Source:HGNC Symbol;Acc:HGNC:24779],0.414,1.381,0.243,-0.265,1.45E-02,3.49E-04,2.03E-01,1.20E-01
ENSG00000169375,Q96ST3,SIN3A,SIN3 transcription regulator family member A [Source:HGNC Symbol;Acc:HGNC:19353],1.194,0.346,0.581,0.423,7.38E-03,7.09E-02,3.53E-02,5.61E-02
ENSG00000127511,O75182,SIN3B,SIN3 transcription regulator family member B [Source:HGNC Symbol;Acc:HGNC:19354],0.309,-0.150,0.002,0.254,4.89E-02,3.60E-01,7.73E-01,6.53E-02
ENSG00000213445,F6RY50,SIPA1,signal-induced proliferation-associated 1 [Source:HGNC Symbol;Acc:HGNC:10885],1.147,1.101,1.067,0.967,2.18E-04,1.35E-02,4.82E-02,1.10E-01
ENSG00000197555,O43166,SIPA1L1,signal induced proliferation associated 1 like 1 [Source:HGNC Symbol;Acc:HGNC:20284],-1.420,-0.396,-0.076,-0.056,3.70E-04,2.22E-02,3.61E-01,4.08E-01
ENSG00000105738,O60292,SIPA1L3,signal induced proliferation associated 1 like 3 [Source:HGNC Symbol;Acc:HGNC:23801],0.022,-1.105,-0.305,0.239,7.28E-01,3.27E-01,8.27E-01,4.70E-01
ENSG00000198053,P78324,SIRPA,signal regulatory protein alpha [Source:HGNC Symbol;Acc:HGNC:9662],-1.674,-0.211,0.049,-0.500,2.49E-03,2.56E-01,9.64E-01,8.10E-02
ENSG00000096717,Q96EB6,SIRT1,sirtuin 1 [Source:HGNC Symbol;Acc:HGNC:14929],0.692,-0.080,0.134,0.463,3.68E-02,4.37E-01,6.13E-01,1.53E-01
ENSG00000077463,M0QZ09,SIRT6,sirtuin 6 [Source:HGNC Symbol;Acc:HGNC:14934],0.552,-0.272,0.198,0.210,1.49E-03,3.95E-01,4.40E-01,2.79E-01
ENSG00000154839,Q96BD8,SKA1,spindle and kinetochore associated complex subunit 1 [Source:HGNC Symbol;Acc:HGNC:28109],1.869,-1.198,0.354,0.814,3.61E-03,5.42E-01,4.50E-01,1.51E-01
ENSG00000165480,Q8IX90,SKA3,spindle and kinetochore associated complex subunit 3 [Source:HGNC Symbol;Acc:HGNC:20262],1.700,-1.139,0.068,0.792,5.39E-03,5.41E-01,7.03E-01,1.54E-01
ENSG00000204351,Q15477,SKIC2,SKI2 subunit of superkiller complex [Source:HGNC Symbol;Acc:HGNC:10898],-0.194,-0.093,0.032,-0.227,8.79E-02,3.97E-01,9.84E-01,1.24E-01
ENSG00000198677,Q6PGP7,SKIC3,SKI3 subunit of superkiller complex [Source:HGNC Symbol;Acc:HGNC:23639],-0.136,-0.158,-0.067,-0.177,1.21E-01,1.80E-01,4.14E-01,1.36E-01
ENSG00000140395,Q9GZS3,SKIC8,SKI8 subunit of superkiller complex [Source:HGNC Symbol;Acc:HGNC:30300],0.482,0.151,0.187,0.145,9.32E-04,1.26E-01,1.27E-01,3.48E-01
ENSG00000113558,E5RJR5,SKP1,S-phase kinase associated protein 1 [Source:HGNC Symbol;Acc:HGNC:10899],1.365,1.302,1.255,0.138,1.90E-04,3.39E-03,4.92E-03,4.40E-01
ENSG00000145604,A0A7P0S4R7,SKP2,S-phase kinase associated protein 2 [Source:HGNC Symbol;Acc:HGNC:10901],2.209,0.877,0.782,0.754,2.89E-03,3.22E-02,5.36E-02,8.30E-02
ENSG00000109171,Q9P270,SLAIN2,SLAIN motif family member 2 [Source:HGNC Symbol;Acc:HGNC:29282],-1.053,-0.154,-0.041,-0.052,6.58E-04,2.29E-01,8.89E-01,8.15E-01
ENSG00000109171,D6RIF6,SLAIN2,SLAIN motif family member 2 [Source:HGNC Symbol;Acc:HGNC:29282],-1.632,-0.133,-0.397,0.026,1.66E-03,5.21E-01,1.04E-01,8.08E-01
ENSG00000064651,P55011,SLC12A2,solute carrier family 12 member 2 [Source:HGNC Symbol;Acc:HGNC:10911],0.605,0.556,0.336,-0.073,5.50E-03,1.38E-02,6.23E-02,5.99E-01
ENSG00000124067,Q9UP95,SLC12A4,solute carrier family 12 member 4 [Source:HGNC Symbol;Acc:HGNC:10913],-1.355,0.126,0.146,-0.162,8.13E-04,3.97E-01,3.15E-01,1.76E-01
ENSG00000140199,A0A6Q8PH21,SLC12A6,solute carrier family 12 member 6 [Source:HGNC Symbol;Acc:HGNC:10914],-0.612,0.078,-0.022,-0.152,6.30E-02,9.26E-01,8.63E-01,5.50E-01
ENSG00000276482,A0A0G2JQE3,SLC12A7,solute carrier family 12 member 7 [Source:HGNC Symbol;Acc:HGNC:10915],1.139,0.831,0.773,-0.530,5.62E-03,1.75E-02,8.66E-03,5.98E-02
ENSG00000146828,Q9BXP2,SLC12A9,solute carrier family 12 member 9 [Source:HGNC Symbol;Acc:HGNC:17435],-0.898,0.151,0.212,-0.175,6.75E-03,6.19E-01,3.90E-01,2.52E-01
ENSG00000139370,Q8N697,SLC15A4,solute carrier family 15 member 4 [Source:HGNC Symbol;Acc:HGNC:23090],-0.639,0.021,-0.085,-0.212,3.44E-03,9.75E-01,3.73E-01,1.05E-01
ENSG00000155380,P53985,SLC16A1,solute carrier family 16 member 1 [Source:HGNC Symbol;Acc:HGNC:10922],-0.114,-0.369,-0.177,-0.373,2.88E-01,1.01E-01,2.85E-01,9.90E-02
ENSG00000147100,P36021,SLC16A2,solute carrier family 16 member 2 [Source:HGNC Symbol;Acc:HGNC:10923],-2.687,-0.873,0.161,-1.443,3.60E-04,1.21E-02,7.37E-01,1.74E-02
ENSG00000141526,J3QQV2,SLC16A3,solute carrier family 16 member 3 [Source:HGNC Symbol;Acc:HGNC:10924],-3.137,-0.073,-0.337,-0.590,2.20E-03,5.94E-01,1.87E-01,8.84E-02
ENSG00000118596,O60669,SLC16A7,solute carrier family 16 member 7 [Source:HGNC Symbol;Acc:HGNC:10928],-0.841,0.604,-0.297,-0.866,6.27E-03,1.65E-01,2.41E-01,4.93E-02
ENSG00000119899,Q9NRA2,SLC17A5,solute carrier family 17 member 5 [Source:HGNC Symbol;Acc:HGNC:10933],-0.290,0.025,-0.293,-0.940,3.48E-01,8.82E-01,4.38E-01,1.32E-01
ENSG00000173638,P41440,SLC19A1,solute carrier family 19 member 1 [Source:HGNC Symbol;Acc:HGNC:10937],-0.991,0.101,-0.057,-0.024,2.95E-04,3.49E-01,4.52E-01,6.48E-01
ENSG00000106688,P43005,SLC1A1,solute carrier family 1 member 1 [Source:HGNC Symbol;Acc:HGNC:10939],-0.986,-0.733,-0.079,-0.996,3.91E-02,1.40E-01,6.44E-01,9.51E-02
ENSG00000115902,P43007,SLC1A4,solute carrier family 1 member 4 [Source:HGNC Symbol;Acc:HGNC:10942],-0.086,0.254,-0.009,0.085,3.71E-01,2.07E-01,8.09E-01,7.24E-01
ENSG00000105281,Q15758,SLC1A5,solute carrier family 1 member 5 [Source:HGNC Symbol;Acc:HGNC:10943],0.173,0.662,0.134,0.431,5.87E-01,4.97E-02,7.99E-01,1.46E-01
ENSG00000168575,Q08357,SLC20A2,solute carrier family 20 member 2 [Source:HGNC Symbol;Acc:HGNC:10947],-1.798,-0.559,-0.399,-0.412,5.09E-05,6.05E-03,3.20E-02,3.54E-02
ENSG00000137266,A1A5C7,SLC22A23,solute carrier family 22 member 23 [Source:HGNC Symbol;Acc:HGNC:21106],0.695,-0.459,-0.168,-0.654,6.62E-03,8.96E-02,3.63E-01,6.22E-02
ENSG00000089057,Q9UGH3,SLC23A2,solute carrier family 23 member 2 [Source:HGNC Symbol;Acc:HGNC:10973],0.436,0.061,0.282,-0.148,3.07E-03,8.37E-01,7.20E-02,1.67E-01
ENSG00000100075,P53007,SLC25A1,solute carrier family 25 member 1 [Source:HGNC Symbol;Acc:HGNC:10979],-0.021,-0.190,-0.388,-0.194,6.13E-01,3.03E-01,1.36E-01,2.55E-01
ENSG00000183048,Q9UBX3,SLC25A10,solute carrier family 25 member 10 [Source:HGNC Symbol;Acc:HGNC:10980],0.887,-0.103,0.128,0.255,1.16E-04,5.81E-01,3.33E-01,1.24E-01
ENSG00000108528,Q02978,SLC25A11,solute carrier family 25 member 11 [Source:HGNC Symbol;Acc:HGNC:10981],0.877,0.059,0.109,0.159,2.58E-03,2.43E-01,6.91E-02,5.45E-02
ENSG00000115840,O75746,SLC25A12,solute carrier family 25 member 12 [Source:HGNC Symbol;Acc:HGNC:10982],-0.065,-0.008,0.000,-0.133,2.79E-01,8.95E-01,9.72E-01,1.53E-01
ENSG00000004864,Q9UJS0,SLC25A13,solute carrier family 25 member 13 [Source:HGNC Symbol;Acc:HGNC:10983],1.530,-0.086,-0.062,-0.247,8.59E-05,1.43E-01,5.19E-01,3.18E-02
ENSG00000100372,O43808,SLC25A17,solute carrier family 25 member 17 [Source:HGNC Symbol;Acc:HGNC:10987],0.159,0.036,-0.146,-0.128,1.83E-01,9.21E-01,2.25E-01,2.30E-01
ENSG00000125454,Q9HC21,SLC25A19,solute carrier family 25 member 19 [Source:HGNC Symbol;Acc:HGNC:14409],1.618,0.103,-0.043,0.205,2.37E-03,2.60E-01,6.90E-01,5.11E-02
ENSG00000178537,C9JPE1,SLC25A20,solute carrier family 25 member 20 [Source:HGNC Symbol;Acc:HGNC:1421],-1.307,-0.165,-0.457,-0.371,6.10E-04,2.45E-01,4.01E-02,6.42E-02
ENSG00000183032,Q9BQT8,SLC25A21,solute carrier family 25 member 21 [Source:HGNC Symbol;Acc:HGNC:14411],2.097,-0.605,-1.051,-0.386,6.61E-04,1.01E-01,5.33E-02,1.66E-01
ENSG00000177542,E9PJH7,SLC25A22,solute carrier family 25 member 22 [Source:HGNC Symbol;Acc:HGNC:19954],-0.890,-0.375,-0.091,-0.482,1.86E-03,4.67E-02,4.89E-01,4.13E-02
ENSG00000085491,Q6NUK1,SLC25A24,solute carrier family 25 member 24 [Source:HGNC Symbol;Acc:HGNC:20662],-0.051,0.041,-0.301,-0.190,3.76E-01,9.01E-01,5.75E-02,1.13E-01
ENSG00000148339,A0A804HLB0,SLC25A25,solute carrier family 25 member 25 [Source:HGNC Symbol;Acc:HGNC:20663],0.838,0.034,-0.085,-0.055,3.97E-03,7.23E-01,8.71E-01,9.80E-01
ENSG00000144741,H0YCZ5,SLC25A26,solute carrier family 25 member 26 [Source:HGNC Symbol;Acc:HGNC:20661],0.561,0.373,0.194,0.229,8.28E-02,3.25E-01,7.58E-01,7.13E-01
ENSG00000075415,Q00325,SLC25A3,solute carrier family 25 member 3 [Source:HGNC Symbol;Acc:HGNC:10989],-0.274,0.038,-0.074,-0.129,1.84E-02,9.48E-01,3.62E-01,1.74E-01
ENSG00000075415,F8VVM2,SLC25A3,solute carrier family 25 member 3 [Source:HGNC Symbol;Acc:HGNC:10989],-0.696,-0.496,-0.407,0.383,9.19E-02,2.66E-01,3.49E-01,3.61E-01
ENSG00000164933,Q9H2D1,SLC25A32,solute carrier family 25 member 32 [Source:HGNC Symbol;Acc:HGNC:29683],-1.396,-0.338,0.330,0.347,6.49E-04,1.39E-01,4.16E-02,6.22E-02
ENSG00000151729,P12235,SLC25A4,solute carrier family 25 member 4 [Source:HGNC Symbol;Acc:HGNC:10990],0.579,-1.060,-0.992,-0.370,4.73E-02,5.77E-02,7.06E-02,1.96E-01
ENSG00000075303,Q8TBP6,SLC25A40,solute carrier family 25 member 40 [Source:HGNC Symbol;Acc:HGNC:29680],0.344,0.216,0.214,0.098,3.77E-03,9.60E-02,1.42E-01,5.51E-01
ENSG00000181035,Q86VD7,SLC25A42,solute carrier family 25 member 42 [Source:HGNC Symbol;Acc:HGNC:28380],0.261,0.210,-0.026,-0.356,2.75E-01,4.96E-01,7.60E-01,1.53E-01
ENSG00000164209,Q96AG3,SLC25A46,solute carrier family 25 member 46 [Source:HGNC Symbol;Acc:HGNC:25198],-0.493,0.080,-0.143,-0.174,2.55E-03,4.24E-01,2.03E-01,1.35E-01
ENSG00000005022,P05141,SLC25A5,solute carrier family 25 member 5 [Source:HGNC Symbol;Acc:HGNC:10991],0.889,-0.135,-0.008,0.338,6.21E-04,3.21E-01,9.79E-01,4.19E-02
ENSG00000169100,P12236,SLC25A6,solute carrier family 25 member 6 [Source:HGNC Symbol;Acc:HGNC:10992],0.401,-0.253,-0.027,0.096,6.06E-04,2.44E-02,8.56E-01,1.90E-01
ENSG00000181045,Q86WA9,SLC26A11,solute carrier family 26 member 11 [Source:HGNC Symbol;Acc:HGNC:14471],-1.132,0.102,0.045,-0.748,8.38E-03,9.23E-01,9.11E-01,6.69E-02
ENSG00000155850,P50443,SLC26A2,solute carrier family 26 member 2 [Source:HGNC Symbol;Acc:HGNC:10994],0.238,-0.127,-0.077,-0.312,1.35E-02,3.48E-01,7.10E-01,6.76E-02
ENSG00000225697,Q9BXS9,SLC26A6,solute carrier family 26 member 6 [Source:HGNC Symbol;Acc:HGNC:14472],0.647,0.425,0.473,0.268,2.81E-03,7.50E-02,3.40E-02,2.23E-01
ENSG00000130304,Q6PCB7,SLC27A1,solute carrier family 27 member 1 [Source:HGNC Symbol;Acc:HGNC:10995],-2.384,-0.082,-0.468,-0.333,7.93E-03,6.38E-01,2.09E-01,2.51E-01
ENSG00000140284,O14975,SLC27A2,solute carrier family 27 member 2 [Source:HGNC Symbol;Acc:HGNC:10996],4.840,0.114,0.159,0.055,2.29E-03,9.23E-01,8.52E-01,9.53E-01
ENSG00000143554,X6R3N0,SLC27A3,solute carrier family 27 member 3 [Source:HGNC Symbol;Acc:HGNC:10997],0.058,0.585,0.041,-0.100,8.96E-01,3.57E-02,9.80E-01,5.11E-01
ENSG00000167114,Q6P1M0,SLC27A4,solute carrier family 27 member 4 [Source:HGNC Symbol;Acc:HGNC:10998],0.008,-0.202,0.098,0.118,7.79E-01,1.55E-01,3.52E-01,1.95E-01
ENSG00000112759,Q99808,SLC29A1,solute carrier family 29 member 1 (Augustine blood group) [Source:HGNC Symbol;Acc:HGNC:11003],1.891,-0.402,0.060,-0.079,2.89E-05,1.56E-01,7.03E-01,7.71E-01
ENSG00000117394,P11166,SLC2A1,solute carrier family 2 member 1 [Source:HGNC Symbol;Acc:HGNC:11005],-0.714,0.312,-0.273,-0.153,3.30E-02,3.78E-01,3.49E-01,4.81E-01
ENSG00000059804,P11169,SLC2A3,solute carrier family 2 member 3 [Source:HGNC Symbol;Acc:HGNC:11007],-0.245,1.051,-0.680,-1.335,1.92E-01,7.81E-03,9.44E-02,5.14E-02
ENSG00000170385,Q9Y6M5,SLC30A1,solute carrier family 30 member 1 [Source:HGNC Symbol;Acc:HGNC:11012],-0.944,-0.170,-0.163,-0.596,3.09E-03,4.70E-01,4.55E-01,5.05E-02
ENSG00000145740,Q8TAD4,SLC30A5,solute carrier family 30 member 5 [Source:HGNC Symbol;Acc:HGNC:19089],-0.295,0.473,0.393,-0.139,7.84E-02,1.68E-02,2.91E-02,2.94E-01
ENSG00000152683,B5MCR8,SLC30A6,solute carrier family 30 member 6 [Source:HGNC Symbol;Acc:HGNC:19305],0.023,-0.366,-0.317,0.325,7.30E-01,2.40E-01,2.94E-01,1.03E-01
ENSG00000162695,Q8NEW0,SLC30A7,solute carrier family 30 member 7 [Source:HGNC Symbol;Acc:HGNC:19306],-0.790,-0.190,0.113,-0.435,9.61E-04,2.48E-01,3.87E-01,3.16E-02
ENSG00000014824,Q6PML9,SLC30A9,solute carrier family 30 member 9 [Source:HGNC Symbol;Acc:HGNC:1329],0.222,0.465,0.008,0.010,8.24E-02,5.31E-02,8.35E-01,8.17E-01
ENSG00000136868,O15431,SLC31A1,solute carrier family 31 member 1 [Source:HGNC Symbol;Acc:HGNC:11016],-1.179,-0.165,-0.856,-0.340,6.00E-03,4.45E-01,4.78E-02,1.47E-01
ENSG00000136867,O15432,SLC31A2,solute carrier family 31 member 2 [Source:HGNC Symbol;Acc:HGNC:11017],0.053,0.468,0.466,-0.238,8.02E-01,4.40E-01,4.27E-01,3.49E-01
ENSG00000169359,O00400,SLC33A1,solute carrier family 33 member 1 [Source:HGNC Symbol;Acc:HGNC:95],-0.927,0.176,0.162,-0.129,3.40E-05,2.84E-02,3.10E-02,7.78E-02
ENSG00000198569,Q8N130,SLC34A3,solute carrier family 34 member 3 [Source:HGNC Symbol;Acc:HGNC:20305],-2.387,0.209,-0.446,-0.374,1.77E-03,4.71E-01,9.86E-02,1.09E-01
ENSG00000102100,P78381,SLC35A2,solute carrier family 35 member A2 [Source:HGNC Symbol;Acc:HGNC:11022],-1.243,0.728,0.704,0.376,2.72E-03,1.61E-02,2.22E-02,4.13E-01
ENSG00000176087,L0R6Q1,SLC35A4,solute carrier family 35 member A4 [Source:HGNC Symbol;Acc:HGNC:20753],1.360,0.699,0.181,0.375,2.20E-03,2.07E-02,3.69E-01,1.68E-01
ENSG00000157593,Q8TB61,SLC35B2,solute carrier family 35 member B2 [Source:HGNC Symbol;Acc:HGNC:16872],-0.869,0.036,0.122,-0.055,2.94E-04,3.60E-01,1.07E-01,7.88E-01
ENSG00000124786,A0A024QZW4,SLC35B3,solute carrier family 35 member B3 [Source:HGNC Symbol;Acc:HGNC:21601],-1.222,0.047,0.002,-0.212,1.18E-05,1.00E-01,6.22E-01,2.27E-01
ENSG00000116704,Q9NTN3,SLC35D1,solute carrier family 35 member D1 [Source:HGNC Symbol;Acc:HGNC:20800],-1.168,0.678,0.585,0.086,4.27E-03,3.12E-02,2.22E-01,9.65E-01
ENSG00000127526,Q96K37,SLC35E1,solute carrier family 35 member E1 [Source:HGNC Symbol;Acc:HGNC:20803],-1.230,-0.111,0.985,0.012,7.38E-04,5.60E-01,3.02E-02,9.08E-01
ENSG00000110660,Q8IXU6,SLC35F2,solute carrier family 35 member F2 [Source:HGNC Symbol;Acc:HGNC:23615],1.346,-0.467,0.588,0.097,3.45E-03,6.48E-01,3.02E-01,7.37E-01
ENSG00000213699,Q8N357,SLC35F6,solute carrier family 35 member F6 [Source:HGNC Symbol;Acc:HGNC:26055],-2.071,-0.194,-0.106,-0.655,1.06E-02,6.13E-01,7.79E-01,1.51E-01
ENSG00000123643,E7EW39,SLC36A1,solute carrier family 36 member 1 [Source:HGNC Symbol;Acc:HGNC:18761],-1.152,-0.100,0.105,-0.176,3.74E-03,5.11E-01,7.45E-01,2.78E-01
ENSG00000111371,Q9H2H9,SLC38A1,solute carrier family 38 member 1 [Source:HGNC Symbol;Acc:HGNC:13447],1.075,-0.182,0.058,-0.072,7.19E-04,2.93E-01,6.26E-01,7.20E-01
ENSG00000157637,Q9HBR0,SLC38A10,solute carrier family 38 member 10 [Source:HGNC Symbol;Acc:HGNC:28237],-0.204,0.001,0.065,-0.210,1.62E-01,9.29E-01,7.83E-01,2.23E-01
ENSG00000134294,Q96QD8,SLC38A2,solute carrier family 38 member 2 [Source:HGNC Symbol;Acc:HGNC:13448],0.301,-0.584,0.667,-0.081,7.30E-02,1.29E-01,2.88E-02,9.23E-01
ENSG00000103042,Q9NVC3,SLC38A7,solute carrier family 38 member 7 [Source:HGNC Symbol;Acc:HGNC:25582],-1.323,-0.502,-0.315,-0.447,5.94E-03,2.67E-01,2.48E-01,1.31E-01
ENSG00000196950,Q9ULF5,SLC39A10,solute carrier family 39 member 10 [Source:HGNC Symbol;Acc:HGNC:20861],-0.273,0.134,-0.446,-0.698,7.18E-02,5.77E-01,7.66E-02,4.80E-02
ENSG00000133195,J3KRX2,SLC39A11,solute carrier family 39 member 11 [Source:HGNC Symbol;Acc:HGNC:14463],-0.153,-0.213,-0.552,-0.545,2.28E-01,2.27E-01,8.44E-02,5.45E-02
ENSG00000104635,Q15043,SLC39A14,solute carrier family 39 member 14 [Source:HGNC Symbol;Acc:HGNC:20858],-1.085,-0.463,-0.765,0.254,3.15E-04,1.71E-02,8.66E-03,1.37E-01
ENSG00000141424,Q13433,SLC39A6,solute carrier family 39 member 6 [Source:HGNC Symbol;Acc:HGNC:18607],-0.195,-0.232,-1.203,-0.793,1.82E-01,3.20E-01,2.39E-02,9.51E-02
ENSG00000168003,F5GZS6,SLC3A2,solute carrier family 3 member 2 [Source:HGNC Symbol;Acc:HGNC:11026],-0.392,0.405,-0.171,-0.103,1.13E-01,2.54E-01,4.23E-01,4.98E-01
ENSG00000114544,D6R9S7,SLC41A3,solute carrier family 41 member 3 [Source:HGNC Symbol;Acc:HGNC:31046],-0.606,-0.078,-0.217,-0.157,4.13E-03,7.10E-01,2.16E-01,4.85E-01
ENSG00000070214,Q8WWI5,SLC44A1,solute carrier family 44 member 1 [Source:HGNC Symbol;Acc:HGNC:18798],-0.194,0.113,-0.111,-0.632,2.08E-01,8.67E-01,4.69E-01,8.10E-02
ENSG00000129353,Q8IWA5,SLC44A2,solute carrier family 44 member 2 [Source:HGNC Symbol;Acc:HGNC:17292],-0.825,0.218,-0.723,-0.341,2.35E-02,5.87E-01,9.05E-02,1.99E-01
ENSG00000211584,Q6P1K1,SLC48A1,solute carrier family 48 member 1 [Source:HGNC Symbol;Acc:HGNC:26035],1.217,1.265,0.749,0.128,1.02E-02,7.04E-03,1.02E-01,8.78E-01
ENSG00000163798,A0A087X0M4,SLC4A1AP,solute carrier family 4 member 1 adaptor protein [Source:HGNC Symbol;Acc:HGNC:13813],0.866,-0.358,0.211,0.428,1.34E-03,3.96E-01,2.11E-01,7.07E-02
ENSG00000164889,A0A7I2V5T6,SLC4A2,solute carrier family 4 member 2 [Source:HGNC Symbol;Acc:HGNC:11028],-0.966,-0.728,-0.476,0.567,2.18E-02,1.20E-01,2.94E-01,8.94E-02
ENSG00000080493,Q9Y6R1,SLC4A4,solute carrier family 4 member 4 [Source:HGNC Symbol;Acc:HGNC:11030],-1.916,-0.396,0.387,-0.474,9.58E-03,4.05E-01,1.27E-01,2.64E-01
ENSG00000033867,E9PFN4,SLC4A7,solute carrier family 4 member 7 [Source:HGNC Symbol;Acc:HGNC:11033],-0.263,-0.687,-0.521,-0.153,6.99E-03,3.58E-03,4.66E-03,3.12E-01
ENSG00000033867,Q9Y6M7,SLC4A7,solute carrier family 4 member 7 [Source:HGNC Symbol;Acc:HGNC:11033],-0.725,0.007,0.171,0.007,8.36E-03,7.58E-01,5.77E-01,8.11E-01
ENSG00000033867,H7C3C4,SLC4A7,solute carrier family 4 member 7 [Source:HGNC Symbol;Acc:HGNC:11033],-0.708,-0.384,-0.197,-0.171,1.32E-03,3.68E-02,5.55E-01,1.78E-01
ENSG00000185803,A0A6Q8PGB9,SLC52A2,solute carrier family 52 member 2 [Source:HGNC Symbol;Acc:HGNC:30224],-0.876,-0.032,-0.395,-0.297,6.80E-03,7.92E-01,1.23E-01,2.46E-01
ENSG00000162976,Q8N755,SLC66A3,solute carrier family 66 member 3 [Source:HGNC Symbol;Acc:HGNC:28503],-0.680,0.285,0.367,-0.277,2.73E-03,7.28E-02,3.15E-02,8.70E-02
ENSG00000139514,P30825,SLC7A1,solute carrier family 7 member 1 [Source:HGNC Symbol;Acc:HGNC:11057],-0.752,0.130,0.162,-0.002,1.77E-02,4.74E-01,4.26E-01,9.29E-01
ENSG00000103257,Q01650,SLC7A5,solute carrier family 7 member 5 [Source:HGNC Symbol;Acc:HGNC:11063],-0.642,0.083,-0.987,-0.266,7.23E-02,9.70E-01,9.51E-02,3.18E-01
ENSG00000183023,E7EV41,SLC8A1,solute carrier family 8 member A1 [Source:HGNC Symbol;Acc:HGNC:11068],-3.321,-1.158,-0.408,-1.254,2.25E-02,1.49E-01,3.78E-01,1.27E-01
ENSG00000090020,P19634,SLC9A1,solute carrier family 9 member A1 [Source:HGNC Symbol;Acc:HGNC:11071],-1.893,-0.195,-0.083,-0.458,2.86E-03,3.15E-01,5.55E-01,1.02E-01
ENSG00000198689,Q92581,SLC9A6,solute carrier family 9 member A6 [Source:HGNC Symbol;Acc:HGNC:11079],-0.870,-0.081,-0.197,-0.359,1.47E-03,4.15E-01,1.52E-01,6.39E-02
ENSG00000065923,A0A087WXD1,SLC9A7,solute carrier family 9 member A7 [Source:HGNC Symbol;Acc:HGNC:17123],-1.454,-0.349,-0.060,-0.537,2.76E-04,3.27E-02,4.65E-01,2.50E-02
ENSG00000172716,Q7Z7L1,SLFN11,schlafen family member 11 [Source:HGNC Symbol;Acc:HGNC:26633],2.443,-0.066,0.482,0.322,1.24E-04,8.92E-01,1.74E-01,2.57E-01
ENSG00000166750,Q08AF3,SLFN5,schlafen family member 5 [Source:HGNC Symbol;Acc:HGNC:28286],-1.025,0.777,0.553,0.169,8.95E-03,1.05E-02,3.68E-02,2.38E-01
ENSG00000119705,Q9GZT3,SLIRP,SRA stem-loop interacting RNA binding protein [Source:HGNC Symbol;Acc:HGNC:20495],0.758,-0.162,-0.296,0.050,8.09E-05,1.19E-01,3.66E-02,4.41E-01
ENSG00000145147,O94813,SLIT2,slit guidance ligand 2 [Source:HGNC Symbol;Acc:HGNC:11086],-0.188,0.764,-0.021,-0.409,2.84E-01,2.55E-02,8.12E-01,1.53E-01
ENSG00000184347,O75094,SLIT3,slit guidance ligand 3 [Source:HGNC Symbol;Acc:HGNC:11087],-2.172,1.400,-0.268,-0.943,9.34E-03,6.75E-03,3.66E-01,9.22E-02
ENSG00000065613,Q9H2G2,SLK,STE20 like kinase [Source:HGNC Symbol;Acc:HGNC:11088],-0.082,-0.065,0.016,-0.070,7.51E-02,2.53E-01,8.04E-01,1.71E-01
ENSG00000163681,Q14BN4,SLMAP,sarcolemma associated protein [Source:HGNC Symbol;Acc:HGNC:16643],-0.275,-0.396,-0.173,-0.415,1.07E-01,1.14E-01,3.58E-01,1.02E-01
ENSG00000137776,Q9NWH9,SLTM,SAFB like transcription modulator [Source:HGNC Symbol;Acc:HGNC:20709],0.169,-0.101,-0.071,0.064,1.36E-01,7.49E-01,8.73E-01,5.18E-01
ENSG00000164609,O95391,SLU7,"SLU7 homolog, splicing factor [Source:HGNC Symbol;Acc:HGNC:16939]",1.475,-0.049,-0.114,0.409,8.96E-05,8.10E-01,5.96E-01,3.01E-01
ENSG00000160256,C9JJU7,SLX9,SLX9 ribosome biogenesis factor [Source:HGNC Symbol;Acc:HGNC:15811],1.245,-0.358,0.047,0.506,7.26E-04,5.39E-01,6.72E-01,9.57E-02
ENSG00000141646,K7EIU8,SMAD4,SMAD family member 4 [Source:HGNC Symbol;Acc:HGNC:6770],0.789,0.218,-0.028,0.280,3.56E-03,2.89E-02,8.57E-01,3.17E-02
ENSG00000113658,Q99717,SMAD5,SMAD family member 5 [Source:HGNC Symbol;Acc:HGNC:6771],-0.095,-0.112,-0.051,-0.013,1.67E-01,2.29E-01,6.20E-01,6.90E-01
ENSG00000112305,Q8IYB5,SMAP1,small ArfGAP 1 [Source:HGNC Symbol;Acc:HGNC:19651],0.794,-0.235,-0.184,-0.208,4.20E-05,2.26E-02,5.22E-02,1.03E-01
ENSG00000084070,Q8WU79,SMAP2,small ArfGAP2 [Source:HGNC Symbol;Acc:HGNC:25082],-0.488,0.139,0.037,0.094,5.40E-04,6.54E-02,7.58E-01,4.92E-01
ENSG00000102038,P28370,SMARCA1,"SWI/SNF related, matrix associated, actin dependent regulator of chromatin, subfamily a, member 1 [Source:HGNC Symbol;Acc:HGNC:11097]",0.924,0.144,0.332,0.215,1.26E-03,3.74E-01,8.28E-02,1.44E-01
ENSG00000080503,P51531,SMARCA2,"SWI/SNF related, matrix associated, actin dependent regulator of chromatin, subfamily a, member 2 [Source:HGNC Symbol;Acc:HGNC:11098]",0.407,0.208,0.351,0.040,6.42E-03,1.40E-01,4.94E-02,6.03E-01
